SID,wave,item,Inventory,Trait,Facet,Reverse,Mini,Maxi,Modified Item,word
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,groceries
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,classes
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,online
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,makes
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,motivated
39,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,basically
39,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,question
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,watch
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,tv
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,past
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,play
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,piano
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walks
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,family
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wash
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hands
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,inside
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,shelter
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
39,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,videoconferencing
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,significantly
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,active
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,motivated
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,extreme
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,difficulty
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,academic
41,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,enjoyed
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,unproductive
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,play
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,guitar
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,specific
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,creative
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,plans
41,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,future
42,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
42,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,apartments
42,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,grocery
42,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,store
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,main
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spending
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,occasionally
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,grocery
42,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,store
43,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,amount
43,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
43,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
43,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,schoolwork
43,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,significantly
43,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,decreased
44,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,feeling
44,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,gratitude
44,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,everyday
44,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walks
44,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,learn
44,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hobbies
44,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,read
44,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,books
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,don
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,leave
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,house
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,don
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,dress
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,makeup
46,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,anymore
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cook
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spend
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,don
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,socialize
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,anymore
46,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,comfortable
48,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
48,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,lot
48,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
48,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,unproductive
48,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,watching
48,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,tv
48,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,watch
48,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,netflix
48,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walks
48,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,runs
48,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bike
48,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,rides
49,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
49,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,lot
49,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
49,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,run
49,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,house
49,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spend
49,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
49,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
49,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,family
50,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,playing
50,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,video
50,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,games
51,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,washing
51,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,hands
51,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,sanitizing
51,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,objects
51,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,dog
51,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walks
51,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walk
